dc_id,sku_id,category,urgency_score,shortage_probability,hours_until_shortage,requested_quantity,effective_stock,projected_48h_sales,safety_stock
DC-03,SKU-015,cardiac,48.1,0.964135,24.913198,322,213,277.68,69
DC-02,SKU-007,antiviral,48.0,0.9960598,24.956278,335,207,269.448,67
DC-04,SKU-011,cardiac,48.0,0.99272424,24.981556,130,79,103.3728,25
DC-03,SKU-011,cardiac,48.0,0.97182256,24.952694,40,26,34.6128,8
DC-03,SKU-012,antiviral,47.9,0.99583745,24.994532,34,19,24.9552,6
DC-05,SKU-003,antiviral,47.9,0.99343973,25.029377,59,37,48.076800000000006,12
DC-02,SKU-006,antibiotic,47.9,0.99327856,24.984392,243,126,164.52960000000002,41
DC-05,SKU-003,antiviral,47.9,0.97520417,24.998579,360,233,302.952,75
DC-02,SKU-008,antiviral,47.8,0.9961438,25.070257,290,180,233.25119999999998,58
DC-05,SKU-008,antiviral,47.8,0.9854907,25.048807,375,240,310.7904,77
DC-03,SKU-015,cardiac,47.8,0.97155005,25.07441,247,116,150.3792,37
DC-02,SKU-008,antiviral,47.8,0.9694717,25.064827,336,195,252.7344,63
DC-04,SKU-009,antiviral,47.6,0.99852306,25.165524,377,238,307.9392,76
DC-05,SKU-015,cardiac,47.6,0.9876516,25.140837,69,41,53.577600000000004,13
DC-02,SKU-009,antiviral,47.6,0.90069115,25.14925,286,186,240.67200000000003,60
DC-04,SKU-001,cardiac,47.5,0.9892981,25.19059,139,87,112.78559999999999,28
DC-05,SKU-003,antiviral,47.4,0.99386746,25.247007,279,156,201.49439999999998,50
DC-05,SKU-008,antiviral,47.4,0.99165946,25.271372,249,125,161.5008,40
DC-03,SKU-013,reefer,47.4,0.9643954,25.225574,240,152,196.2816,49
DC-05,SKU-005,reefer,47.3,0.9906747,25.303194,50,27,35.9568,8
DC-01,SKU-008,antiviral,47.3,0.99033034,25.297096,242,138,178.11360000000002,44
DC-01,SKU-012,antiviral,47.3,0.9821093,25.30611,105,55,71.91839999999999,17
DC-05,SKU-001,cardiac,47.2,0.9966445,25.338276,71,32,41.6064,10
DC-04,SKU-004,reefer,47.2,0.99556375,25.3541,188,126,162.4896,40
DC-02,SKU-007,antiviral,47.2,0.9933622,25.35953,20,7,9.7728,2
DC-03,SKU-012,antiviral,47.2,0.99272984,25.331593,383,250,321.64799999999997,80
DC-03,SKU-009,antiviral,47.2,0.97226614,25.359882,210,92,119.0496,29
DC-05,SKU-003,antiviral,47.2,0.97107947,25.32672,293,111,143.688,35
DC-05,SKU-010,reefer,47.1,0.99794465,25.41279,321,206,264.7296,66
DC-01,SKU-015,cardiac,47.1,0.9919214,25.387093,94,61,79.1232,19
DC-04,SKU-014,antibiotic,47.1,0.9802705,25.400173,164,85,109.3344,27
DC-03,SKU-007,antiviral,47.1,0.8971152,25.391394,213,123,157.8528,39
DC-05,SKU-010,reefer,47.1,0.8536795,25.410582,316,161,206.6592,51
DC-03,SKU-010,reefer,47.0,0.9931235,25.42387,324,203,260.4,65
DC-01,SKU-009,antiviral,46.9,0.99152094,25.478184,79,48,61.9392,15
DC-04,SKU-015,cardiac,46.9,0.9673899,25.479385,73,45,58.209599999999995,14
DC-02,SKU-004,reefer,46.8,0.99104685,25.549995,18,10,13.559999999999999,3
DC-02,SKU-001,cardiac,46.7,0.9876946,25.589087,57,38,48.7776,12
DC-03,SKU-011,cardiac,46.6,0.99722064,25.625423,36,19,24.407999999999998,6
DC-03,SKU-014,antibiotic,46.6,0.9831798,25.647179,8,4,5.6160000000000005,1
DC-05,SKU-005,reefer,46.5,0.98984855,25.696085,323,142,181.8384,45
DC-04,SKU-005,reefer,46.5,0.98806643,25.702694,114,74,95.2272,23
DC-02,SKU-004,reefer,46.4,0.99420834,25.728943,211,110,139.6176,34
DC-02,SKU-010,reefer,46.4,0.98859346,25.745388,73,49,63.196799999999996,15
DC-05,SKU-010,reefer,46.3,0.9923051,25.76971,327,192,244.3152,61
DC-03,SKU-009,antiviral,46.3,0.9855378,25.792435,149,89,113.5872,28
DC-02,SKU-012,antiviral,46.2,0.9729135,25.826023,83,54,69.096,17
DC-03,SKU-001,cardiac,46.2,0.9561618,25.81638,180,112,143.0352,35
DC-02,SKU-003,antiviral,46.1,0.9901125,25.850914,314,130,165.1248,41
DC-02,SKU-008,antiviral,46.1,0.98309314,25.863138,176,95,120.44640000000001,30
DC-02,SKU-001,cardiac,46.1,0.97590876,25.86114,149,83,105.6384,26
DC-02,SKU-005,reefer,46.0,0.99142754,25.930779,326,226,286.6032,71
DC-03,SKU-010,reefer,45.9,0.9967758,25.945871,12,8,11.0928,2
DC-02,SKU-007,antiviral,45.9,0.9887136,25.973913,67,42,53.4096,13
DC-01,SKU-013,reefer,45.9,0.9876128,25.986824,308,213,269.9328,67
DC-02,SKU-003,antiviral,45.9,0.98749524,25.976223,84,51,64.9776,16
DC-01,SKU-005,reefer,45.8,0.9760537,26.016592,209,114,144.4416,36
DC-01,SKU-002,reefer,45.7,0.98830914,26.073992,239,135,170.8128,42
DC-03,SKU-002,reefer,45.6,0.9919905,26.100298,32,17,22.113599999999998,5
DC-05,SKU-003,antiviral,45.6,0.9865041,26.114408,269,142,179.5536,44
DC-05,SKU-013,reefer,45.4,0.9961505,26.187473,81,42,53.1888,13
DC-01,SKU-008,antiviral,45.4,0.9675639,26.230682,272,178,224.0976,56
DC-02,SKU-014,antibiotic,45.3,0.983745,26.25234,354,208,262.08,65
DC-01,SKU-013,reefer,45.2,0.9928243,26.282207,91,49,62.112,15
DC-02,SKU-011,cardiac,45.2,0.99075073,26.324602,23,11,14.5872,3
DC-03,SKU-014,antibiotic,45.0,0.9430761,26.403206,200,89,112.2048,28
DC-03,SKU-014,antibiotic,44.9,0.9979426,26.451658,44,30,38.04,9
DC-03,SKU-001,cardiac,44.9,0.99131143,26.46804,217,115,144.09120000000001,36
DC-02,SKU-010,reefer,44.9,0.9840152,26.444551,149,101,127.0704,31
DC-02,SKU-001,cardiac,44.8,0.99214137,26.492756,214,82,103.07520000000001,25
DC-01,SKU-004,reefer,44.8,0.9794057,26.502857,313,174,217.3872,54
DC-03,SKU-008,antiviral,44.7,0.9946302,26.544527,282,191,238.4832,59
DC-05,SKU-008,antiviral,44.7,0.9909803,26.559092,44,24,30.700799999999997,7
DC-04,SKU-013,reefer,44.7,0.97377974,26.544472,326,182,227.5392,56
DC-03,SKU-011,cardiac,44.7,0.9693951,26.55542,18,12,15.604800000000001,3
DC-05,SKU-004,reefer,44.6,0.9496953,26.577776,99,56,70.49279999999999,17
DC-03,SKU-006,antibiotic,44.5,0.9868743,26.651413,85,50,63.0432,15
DC-05,SKU-009,antiviral,44.5,0.98322785,26.659079,167,91,113.72160000000001,28
DC-02,SKU-001,cardiac,44.4,0.9871257,26.691708,60,39,48.6336,12
DC-03,SKU-006,antibiotic,44.4,0.98613656,26.701649,152,74,92.1168,23
DC-02,SKU-010,reefer,44.4,0.9719319,26.697538,256,146,181.7184,45
DC-05,SKU-015,cardiac,44.4,0.95690346,26.664791,160,72,89.9952,22
DC-02,SKU-001,cardiac,44.3,0.99513197,26.757414,20,11,14.361600000000001,3
DC-05,SKU-011,cardiac,44.3,0.99309653,26.721544,155,101,125.6976,31
DC-04,SKU-011,cardiac,44.2,0.995201,26.789217,115,57,71.38560000000001,17
DC-03,SKU-002,reefer,44.1,0.99023,26.813648,84,37,46.4112,11
DC-03,SKU-003,antiviral,44.1,0.9424621,26.81146,66,42,52.128,13
DC-01,SKU-012,antiviral,44.0,0.9980799,26.87358,358,237,293.45759999999996,73
DC-03,SKU-009,antiviral,44.0,0.9947278,26.888002,53,35,44.088,11
DC-01,SKU-008,antiviral,43.9,0.99560744,26.924229,138,82,101.7264,25
DC-04,SKU-014,antibiotic,43.9,0.9826706,26.904215,296,211,260.4912,65
DC-02,SKU-003,antiviral,43.9,0.9735686,26.944586,24,11,14.241600000000002,3
DC-05,SKU-009,antiviral,43.9,0.95815176,26.936811,90,56,69.66720000000001,17
DC-02,SKU-015,cardiac,43.9,0.9480318,26.941593,275,166,205.0608,51
DC-05,SKU-006,antibiotic,43.9,0.9411813,26.950798,226,151,186.7056,46
DC-01,SKU-011,cardiac,43.8,0.9849369,26.982487,239,121,149.5584,37
DC-02,SKU-007,antiviral,43.8,0.9848818,26.973925,70,47,58.569599999999994,14
DC-05,SKU-001,cardiac,43.8,0.9577982,26.987696,226,155,191.9472,47
DC-02,SKU-011,cardiac,43.7,0.9975662,27.027956,89,50,62.17439999999999,15
DC-02,SKU-001,cardiac,43.7,0.9911594,27.023733,235,134,165.4464,41
DC-03,SKU-012,antiviral,43.5,0.9925541,27.11236,123,87,107.856,26
DC-03,SKU-011,cardiac,43.4,0.99827313,27.160261,115,53,65.7072,16
DC-04,SKU-013,reefer,43.4,0.9901778,27.155848,318,229,281.4144,70
DC-03,SKU-001,cardiac,43.4,0.97598654,27.180052,267,182,223.3872,55
DC-01,SKU-002,reefer,43.4,0.9686123,27.14735,160,106,130.8768,32
DC-04,SKU-015,cardiac,43.3,0.9992285,27.198524,43,17,21.1968,5
DC-05,SKU-015,cardiac,43.3,0.99147636,27.223957,107,74,91.45439999999999,22
DC-05,SKU-010,reefer,43.3,0.96907735,27.200556,212,144,176.8512,44
DC-01,SKU-011,cardiac,43.2,0.99197596,27.264553,363,266,325.94399999999996,81
DC-04,SKU-011,cardiac,43.2,0.9497786,27.274368,67,44,54.0288,13
DC-01,SKU-003,antiviral,43.2,0.9383875,27.276077,281,148,181.44959999999998,45
DC-01,SKU-008,antiviral,43.2,0.7393863,27.281693,234,176,214.224,53
DC-02,SKU-014,antibiotic,43.1,0.987933,27.29609,308,143,175.368,43
DC-04,SKU-007,antiviral,43.1,0.98512936,27.293627,76,52,64.2096,16
DC-03,SKU-006,antibiotic,43.0,0.99707615,27.364212,92,66,80.8704,20
DC-03,SKU-012,antiviral,43.0,0.9955916,27.348312,130,71,87.4272,21
DC-05,SKU-001,cardiac,42.9,0.9970592,27.412958,118,87,106.2192,26
DC-01,SKU-003,antiviral,42.9,0.99427503,27.404552,127,77,93.68639999999999,23
DC-02,SKU-004,reefer,42.9,0.99412423,27.401264,209,117,143.6784,35
DC-05,SKU-005,reefer,42.9,0.9933942,27.411554,346,241,293.2704,73
DC-05,SKU-009,antiviral,42.9,0.9909498,27.402758,222,118,144.11520000000002,36
DC-02,SKU-007,antiviral,42.9,0.98880976,27.399525,40,27,33.4032,8
DC-02,SKU-010,reefer,42.9,0.98829985,27.388317,313,230,280.6512,70
DC-02,SKU-014,antibiotic,42.9,0.9809902,27.411467,348,260,316.8048,79
DC-05,SKU-014,antibiotic,42.8,0.98742783,27.476768,252,146,177.9744,44
DC-03,SKU-012,antiviral,42.6,0.99398345,27.532164,84,50,61.2672,15
DC-03,SKU-013,reefer,42.6,0.98911417,27.552204,72,37,45.3456,11
DC-04,SKU-006,antibiotic,42.5,0.9792854,27.608732,173,126,153.16320000000002,38
DC-04,SKU-011,cardiac,42.5,0.9741207,27.586027,147,109,132.49439999999998,33
DC-05,SKU-007,antiviral,42.5,0.9700472,27.615202,207,101,123.6768,30
DC-02,SKU-005,reefer,42.4,0.997391,27.635536,39,21,26.0976,6
DC-03,SKU-004,reefer,42.4,0.985608,27.669935,182,108,131.40959999999998,32
DC-01,SKU-003,antiviral,42.4,0.94599396,27.647926,201,129,156.12,39
DC-04,SKU-003,antiviral,42.3,0.99637234,27.677454,274,115,139.9392,34
DC-05,SKU-011,cardiac,42.3,0.9901928,27.696613,35,25,30.8016,7
DC-03,SKU-012,antiviral,42.3,0.98741597,27.713951,29,20,24.864,6
DC-01,SKU-005,reefer,42.2,0.797333,27.746471,161,117,142.0128,35
DC-01,SKU-001,cardiac,42.1,0.99842864,27.799568,308,191,231.408,57
DC-03,SKU-010,reefer,42.1,0.958783,27.77716,134,95,115.22879999999999,28
DC-03,SKU-001,cardiac,42.0,0.9981823,27.863754,258,131,158.6064,39
DC-01,SKU-004,reefer,42.0,0.97374207,27.847677,320,243,293.4144,73
DC-03,SKU-015,cardiac,42.0,0.9649608,27.863169,291,162,195.81600000000003,48
DC-05,SKU-002,reefer,41.9,0.99104345,27.882858,209,90,108.77279999999999,27
DC-02,SKU-001,cardiac,41.9,0.98823845,27.875,367,254,306.9312,76
DC-03,SKU-006,antibiotic,41.9,0.96850556,27.88508,252,123,148.4352,37
DC-05,SKU-008,antiviral,41.8,0.994545,27.946163,310,209,251.84159999999997,62
DC-03,SKU-014,antibiotic,41.8,0.98430586,27.951166,225,148,178.4304,44
DC-03,SKU-008,antiviral,41.7,0.99724966,28.003862,136,101,122.02080000000001,30
DC-03,SKU-001,cardiac,41.7,0.99606556,27.991325,30,19,23.961599999999997,5
DC-03,SKU-010,reefer,41.7,0.9934122,28.007479,98,64,77.2704,19
DC-05,SKU-005,reefer,41.6,0.99698883,28.03974,77,48,58.300799999999995,14
DC-01,SKU-010,reefer,41.6,0.9697249,28.045341,182,137,164.6352,41
DC-04,SKU-002,reefer,41.5,0.99730456,28.091661,340,234,280.1184,70
DC-02,SKU-006,antibiotic,41.5,0.9881632,28.100374,128,71,85.4208,21
DC-03,SKU-008,antiviral,41.5,0.96281946,28.096786,297,172,206.80800000000002,51
DC-01,SKU-005,reefer,41.5,0.9589933,28.062698,127,80,96.13919999999999,24
DC-05,SKU-008,antiviral,41.5,0.9145776,28.0977,274,212,253.14239999999998,63
DC-05,SKU-015,cardiac,41.4,0.9957456,28.14395,116,80,95.2848,23
DC-03,SKU-002,reefer,41.4,0.8811774,28.127846,220,167,200.71680000000003,50
DC-02,SKU-013,reefer,41.3,0.997948,28.176502,85,54,64.5552,16
DC-01,SKU-003,antiviral,41.3,0.9893637,28.196785,134,78,93.6,23
DC-01,SKU-005,reefer,41.3,0.9890482,28.16124,115,65,78.3168,19
DC-03,SKU-005,reefer,41.3,0.95009315,28.15347,231,142,170.4192,42
DC-04,SKU-013,reefer,41.2,0.9968431,28.200188,122,75,90.0192,22
DC-02,SKU-015,cardiac,41.1,0.997948,28.289808,141,101,120.4128,30
DC-05,SKU-009,antiviral,41.1,0.99393916,28.275787,116,86,103.2576,25
DC-03,SKU-012,antiviral,41.0,0.99767035,28.302715,42,31,37.3728,9
DC-04,SKU-009,antiviral,41.0,0.9930876,28.329182,78,45,54.239999999999995,13
DC-05,SKU-010,reefer,41.0,0.98994726,28.299524,123,66,79.49279999999999,19
DC-04,SKU-005,reefer,40.9,0.9839654,28.370218,288,122,145.3776,36
DC-04,SKU-005,reefer,40.9,0.9706078,28.38504,301,231,274.8288,68
DC-05,SKU-015,cardiac,40.9,0.94390506,28.346407,97,58,69.37440000000001,17
DC-02,SKU-006,antibiotic,40.7,0.94580996,28.485239,260,172,204.52800000000002,51
DC-05,SKU-008,antiviral,40.6,0.99046665,28.515089,97,55,65.4576,16
DC-05,SKU-014,antibiotic,40.6,0.98220265,28.515112,36,19,23.4816,5
DC-01,SKU-009,antiviral,40.6,0.96463794,28.526333,212,135,160.512,40
DC-01,SKU-010,reefer,40.5,0.99438286,28.538866,25,19,23.5392,5
DC-03,SKU-014,antibiotic,40.4,0.9974026,28.59979,117,82,97.488,24
DC-01,SKU-009,antiviral,40.4,0.9829621,28.609505,79,61,72.2736,18
DC-02,SKU-003,antiviral,40.4,0.98169786,28.612144,146,96,114.0528,28
DC-04,SKU-005,reefer,40.3,0.9795716,28.635162,360,259,307.79999999999995,76
DC-03,SKU-007,antiviral,40.2,0.99570787,28.700155,21,17,20.0976,5
DC-05,SKU-015,cardiac,40.1,0.99507254,28.753172,293,225,265.6752,66
DC-04,SKU-012,antiviral,40.1,0.9936366,28.774593,283,198,233.232,58
DC-02,SKU-015,cardiac,40.1,0.97436225,28.731293,170,121,143.5392,35
DC-04,SKU-012,antiviral,40.0,0.94180244,28.781166,70,48,56.755199999999995,14
DC-05,SKU-010,reefer,39.9,0.99596393,28.850773,326,206,242.97119999999998,60
DC-03,SKU-008,antiviral,39.8,0.9751648,28.873873,172,137,161.2464,40
DC-02,SKU-010,reefer,39.8,0.9627906,28.880522,175,89,104.70239999999998,26
DC-02,SKU-007,antiviral,39.6,0.9550625,28.97605,225,115,135.23520000000002,33
DC-03,SKU-015,cardiac,39.5,0.99100083,29.042952,267,129,151.6896,37
DC-03,SKU-009,antiviral,39.4,0.9958371,29.067972,127,101,118.78559999999999,29
DC-04,SKU-006,antibiotic,39.4,0.9957569,29.074644,311,227,266.1216,66
DC-04,SKU-013,reefer,39.2,0.99311215,29.201967,269,210,245.2224,61
DC-05,SKU-009,antiviral,39.2,0.9906957,29.186304,117,54,63.662400000000005,15
DC-05,SKU-012,antiviral,39.1,0.99731255,29.23764,300,207,241.848,60
DC-01,SKU-011,cardiac,39.1,0.9961295,29.253555,331,251,292.3872,73
DC-02,SKU-013,reefer,39.0,0.99438286,29.289673,165,132,153.9504,38
DC-03,SKU-006,antibiotic,39.0,0.99027085,29.294168,76,50,58.9872,14
DC-02,SKU-004,reefer,39.0,0.9837843,29.265476,44,33,39.2496,9
DC-02,SKU-009,antiviral,38.9,0.9885765,29.323616,309,201,234.20159999999998,58
DC-02,SKU-015,cardiac,38.9,0.9884471,29.332373,168,136,158.7456,39
DC-01,SKU-010,reefer,38.9,0.9630704,29.325771,51,35,41.0256,10
DC-01,SKU-015,cardiac,38.9,0.96145207,29.341532,139,94,109.6368,27
DC-01,SKU-009,antiviral,38.8,0.9972989,29.392866,26,21,24.96,6
DC-05,SKU-008,antiviral,38.8,0.9867381,29.355309,52,37,43.9584,10
DC-05,SKU-007,antiviral,38.8,0.9313557,29.379688,181,117,136.37279999999998,34
DC-04,SKU-009,antiviral,38.8,0.9181599,29.357447,229,168,195.288,48
DC-05,SKU-014,antibiotic,38.7,0.98169655,29.439299,241,158,183.8688,45
DC-04,SKU-012,antiviral,38.7,0.9800771,29.405447,148,98,114.10560000000001,28
DC-05,SKU-010,reefer,38.7,0.9794158,29.413961,29,20,23.6496,5
DC-02,SKU-001,cardiac,38.7,0.9641851,29.414513,230,146,169.46880000000002,42
DC-01,SKU-015,cardiac,38.6,0.99436635,29.46148,69,39,45.5904,11
DC-03,SKU-002,reefer,38.3,0.9920562,29.630646,56,33,38.7984,9
DC-03,SKU-014,antibiotic,38.3,0.9859358,29.61943,295,240,277.5936,69
DC-02,SKU-015,cardiac,38.3,0.98583835,29.639883,184,142,164.6304,41
DC-03,SKU-011,cardiac,38.1,0.9832592,29.702322,189,150,173.4816,43
DC-04,SKU-008,antiviral,38.1,0.9805581,29.691494,87,61,70.7712,17
DC-03,SKU-002,reefer,38.0,0.99260473,29.74859,129,84,97.1808,24
DC-03,SKU-007,antiviral,37.9,0.99705887,29.797705,305,213,245.13600000000002,61
DC-01,SKU-009,antiviral,37.9,0.9955799,29.815708,14,9,11.2704,2
DC-02,SKU-013,reefer,37.9,0.9938222,29.812075,253,137,157.9872,39
DC-03,SKU-001,cardiac,37.8,0.9971973,29.872274,127,81,93.216,23
DC-04,SKU-001,cardiac,37.8,0.99396014,29.847696,40,23,27.263999999999996,6
DC-04,SKU-012,antiviral,37.8,0.9897497,29.862099,20,11,12.864,3
DC-02,SKU-012,antiviral,37.8,0.9893622,29.861776,15,11,12.864,3
DC-05,SKU-005,reefer,37.8,0.9808399,29.847105,145,111,127.2432,31
DC-02,SKU-003,antiviral,37.8,0.9491962,29.832962,171,112,128.7072,32
DC-04,SKU-015,cardiac,37.6,0.9972525,29.96513,37,22,25.7136,6
DC-02,SKU-004,reefer,37.6,0.9963468,29.955801,287,216,247.8768,61
DC-04,SKU-006,antibiotic,37.5,0.99644166,29.983692,27,22,25.6128,6
DC-03,SKU-014,antibiotic,37.4,0.99091923,30.032097,83,59,68.064,17
DC-05,SKU-011,cardiac,37.4,0.9792172,30.049128,259,186,212.54399999999998,53
DC-01,SKU-004,reefer,37.3,0.99360234,30.074259,71,54,62.256,15
DC-01,SKU-004,reefer,37.3,0.9930797,30.092987,267,197,225.1824,56
DC-05,SKU-013,reefer,37.3,0.9876297,30.077074,168,141,161.208,40
DC-01,SKU-001,cardiac,37.3,0.9850758,30.076628,26,14,16.0032,4
DC-05,SKU-001,cardiac,37.3,0.9762363,30.09204,229,181,207.1776,51
DC-03,SKU-001,cardiac,37.2,0.9461828,30.133774,179,142,161.9472,40
DC-04,SKU-008,antiviral,37.2,0.9300939,30.14505,270,167,191.0736,47
DC-02,SKU-005,reefer,37.0,0.9946766,30.224943,293,196,223.4208,55
DC-05,SKU-001,cardiac,37.0,0.9826523,30.242807,320,270,307.608,76
DC-05,SKU-007,antiviral,37.0,0.9558947,30.253553,64,48,55.4352,13
DC-01,SKU-005,reefer,36.9,0.99342316,30.273859,177,142,161.7456,40
DC-03,SKU-010,reefer,36.9,0.9875916,30.271051,154,96,109.36800000000001,27
DC-04,SKU-015,cardiac,36.9,0.9830996,30.28163,107,87,99.39840000000001,24
DC-04,SKU-013,reefer,36.8,0.9994217,30.34625,321,242,275.35200000000003,68
DC-01,SKU-011,cardiac,36.7,0.9783094,30.382519,110,92,104.4144,26
DC-03,SKU-001,cardiac,36.7,0.97071296,30.394205,270,219,248.87040000000002,62
DC-01,SKU-008,antiviral,36.7,0.9684415,30.374748,240,130,147.8688,36
DC-01,SKU-009,antiviral,36.6,0.9970933,30.423397,259,188,213.60000000000002,53
DC-04,SKU-001,cardiac,36.6,0.9905687,30.410517,47,39,44.3184,11
DC-03,SKU-015,cardiac,36.6,0.9724991,30.442318,236,200,227.0064,56
DC-02,SKU-013,reefer,36.6,0.92516685,30.440336,173,140,158.1216,39
DC-04,SKU-008,antiviral,36.5,0.98095554,30.46036,45,32,36.355199999999996,9
DC-05,SKU-011,cardiac,36.5,0.71928877,30.464176,212,172,193.89119999999997,48
DC-05,SKU-006,antibiotic,36.4,0.99909973,30.523521,329,257,290.45759999999996,72
DC-01,SKU-010,reefer,36.4,0.992272,30.511198,310,266,300.3168,75
DC-01,SKU-005,reefer,36.4,0.8627524,30.504015,205,160,180.71519999999998,45
DC-02,SKU-006,antibiotic,36.3,0.98996323,30.555328,224,104,118.0224,29
DC-02,SKU-011,cardiac,36.3,0.9428645,30.580294,242,208,235.1472,58
DC-02,SKU-015,cardiac,36.2,0.9983537,30.633297,110,93,104.8416,26
DC-03,SKU-002,reefer,36.2,0.95302284,30.602682,134,85,96.1584,24
DC-01,SKU-010,reefer,36.1,0.9810876,30.678957,225,176,198.5856,49
DC-03,SKU-015,cardiac,36.0,0.9750973,30.715809,360,310,348.8208,87
DC-01,SKU-015,cardiac,36.0,0.8812996,30.6987,155,124,139.5888,34
DC-04,SKU-014,antibiotic,35.6,0.994337,30.917788,94,55,62.2032,15
DC-04,SKU-001,cardiac,35.5,0.9985092,30.974564,331,269,300.9456,75
DC-04,SKU-011,cardiac,35.4,0.9637502,31.006866,178,134,150.5616,37
DC-05,SKU-001,cardiac,35.3,0.99170953,31.061472,265,199,222.2976,55
DC-01,SKU-013,reefer,35.2,0.99095005,31.105352,339,272,307.0032,76
DC-02,SKU-012,antiviral,35.2,0.9903115,31.115932,186,97,108.3264,27
DC-03,SKU-015,cardiac,35.2,0.97006845,31.123669,14,11,12.350399999999999,3
DC-03,SKU-007,antiviral,35.1,0.98906845,31.15616,29,18,20.0976,5
DC-05,SKU-004,reefer,35.1,0.98166317,31.150639,28,24,27.6912,6
DC-01,SKU-003,antiviral,35.1,0.9447525,31.133072,103,90,100.78559999999999,25
DC-04,SKU-015,cardiac,35.0,0.9779605,31.196493,62,54,60.6336,15
DC-01,SKU-002,reefer,34.9,0.9967526,31.238205,203,103,115.09440000000001,28
DC-05,SKU-006,antibiotic,34.9,0.9931377,31.231379,70,42,47.4912,11
DC-02,SKU-010,reefer,34.8,0.95791584,31.281746,180,100,111.50880000000001,27
DC-01,SKU-003,antiviral,34.7,0.9961538,31.334003,35,30,33.662400000000005,8
DC-04,SKU-009,antiviral,34.7,0.98575807,31.346003,311,199,220.8528,55
DC-05,SKU-004,reefer,34.6,0.98360497,31.40677,30,21,23.7216,5
DC-03,SKU-001,cardiac,34.5,0.9147163,31.443647,177,131,145.1184,36
DC-03,SKU-001,cardiac,34.4,0.9853795,31.480038,103,71,79.224,19
DC-05,SKU-004,reefer,34.3,0.99311465,31.513977,229,139,153.84,38
DC-02,SKU-009,antiviral,34.3,0.9879402,31.539864,282,205,226.59359999999998,56
DC-01,SKU-013,reefer,34.3,0.97655356,31.541952,173,142,156.9216,39
DC-04,SKU-007,antiviral,34.1,0.99532324,31.630447,313,269,296.5152,74
DC-01,SKU-002,reefer,34.1,0.9948146,31.641266,148,91,100.2432,25
DC-02,SKU-011,cardiac,34.0,0.9862738,31.660152,167,150,165.2448,41
DC-04,SKU-012,antiviral,34.0,0.98064226,31.661535,43,30,33.3648,8
DC-02,SKU-009,antiviral,33.8,0.9907732,31.789265,155,73,80.5872,20
DC-04,SKU-009,antiviral,33.7,0.9982905,31.82716,324,280,307.7568,76
DC-04,SKU-008,antiviral,33.7,0.99623704,31.82316,266,201,220.43519999999998,55
DC-01,SKU-014,antibiotic,33.7,0.98861885,31.806973,307,269,296.23199999999997,74
DC-04,SKU-012,antiviral,33.6,0.9510821,31.858078,277,151,165.5424,41
DC-03,SKU-015,cardiac,33.5,0.99828404,31.92746,13,6,7.5168,1
DC-04,SKU-013,reefer,33.5,0.9781319,31.922215,240,175,192.23520000000002,48
DC-01,SKU-006,antibiotic,33.4,0.9766946,31.95602,227,157,172.224,43
DC-03,SKU-005,reefer,33.4,0.8941583,31.988562,212,174,191.1696,47
DC-03,SKU-001,cardiac,33.3,0.9980989,32.004295,15,11,12.009599999999999,3
DC-01,SKU-013,reefer,33.3,0.9912014,31.999605,285,254,277.656,69
DC-03,SKU-008,antiviral,33.3,0.9894226,31.998623,138,99,108.2208,27
DC-04,SKU-010,reefer,33.3,0.9837532,31.998493,44,41,44.9952,11
DC-02,SKU-008,antiviral,33.3,0.93716544,32.021217,170,88,96.6336,24
DC-03,SKU-007,antiviral,33.3,0.8311685,31.996382,184,166,182.40959999999998,45
DC-01,SKU-007,antiviral,33.2,0.98396826,32.08782,154,131,143.3952,35
DC-01,SKU-015,cardiac,33.2,0.9744709,32.070553,203,164,179.6352,44
DC-03,SKU-011,cardiac,33.2,0.96917254,32.058273,181,160,175.17600000000002,43
DC-03,SKU-009,antiviral,33.1,0.982634,32.090374,199,120,131.7696,32
DC-05,SKU-003,antiviral,33.1,0.968964,32.108463,272,164,179.47199999999998,44
DC-02,SKU-001,cardiac,33.0,0.99651223,32.14354,122,103,112.2816,28
DC-04,SKU-013,reefer,33.0,0.97413766,32.15652,215,175,191.208,47
DC-02,SKU-009,antiviral,32.9,0.9955674,32.219345,282,136,148.0368,37
DC-04,SKU-008,antiviral,32.9,0.9941742,32.21546,273,195,210.9696,52
DC-05,SKU-008,antiviral,32.9,0.9899624,32.218937,14,7,8.395199999999999,2
DC-01,SKU-012,antiviral,32.8,0.9913736,32.265144,15,10,11.8944,2
DC-04,SKU-013,reefer,32.8,0.9475048,32.244583,198,171,186.6336,46
DC-03,SKU-006,antibiotic,32.7,0.98307896,32.29831,145,111,120.5472,30
DC-05,SKU-006,antibiotic,32.7,0.9296266,32.31362,293,158,171.30720000000002,42
DC-05,SKU-013,reefer,32.7,0.9022996,32.312424,66,54,59.083200000000005,14
DC-01,SKU-015,cardiac,32.7,0.8909554,32.30786,165,123,133.46880000000002,33
DC-04,SKU-007,antiviral,32.5,0.9997259,32.379215,296,246,266.1504,66
DC-02,SKU-013,reefer,32.5,0.99126095,32.418797,203,127,137.69279999999998,34
DC-04,SKU-013,reefer,32.5,0.9876851,32.40027,14,10,11.5776,2
DC-02,SKU-007,antiviral,32.5,0.9796195,32.41899,269,241,259.47360000000003,64
